,Date,User,Tweet
1713,2022-11-30 07:57:16+00:00,bigfundu,"#RBI to launch first retail #digitalrupee (#CBDC) pilot on 01-Dec-2022 as a #token (e₹-R). The 1st phase will be conducted with SBI, ICICI Bank, Yes Bank &amp; IDFC First Bank. Bank of Baroda, UBI, HDFC Bank &amp; Kotak Mahindra Bank will be involved in the 2nd phase of the pilot. https://t.co/Y0AEctOEnC"
1714,2022-11-30 07:57:15+00:00,Burma4Faces,"#DigitalRupee directly leads to dystopian Chinafication of Indian society with Carbon footprint tracking and Social Credit system. 

There's absolutely no benefit of a #DigitalRupee to any Indian only to globalists who intend to control. Wake Up India. It's already too late."
1715,2022-11-30 07:56:39+00:00,nepalipaisa,"भारतमा सर्वसाधारणले पनि डिजिटल रुपैयाँ प्रयोग गर्न सक्ने, बिहीबारबाट ‘पाइलट प्रोजेक्ट’ सुरु हुँदै
https://t.co/pWHDoQPzva
#INDIA #COMMON_PEOPLE #DIGITAL_RUPEE #NEPALIPAISA https://t.co/x2MO9WsFTb"
1716,2022-11-30 07:54:19+00:00,satish_vlog,#DigitalRupee ✅💪🌏♥️🚀☀️🙏
1717,2022-11-30 07:53:42+00:00,thefirstindia,"#FIDelhi | DIGITAL RUPEE TRIAL STARTS TOMORROW 

Click Here: https://t.co/TFMDyp3Zds 

#TheFirstIndia #India #Newspaper #Epaper #FirstIndiaNewspaper https://t.co/pmzW6PjVkp"
1718,2022-11-30 07:53:25+00:00,Nishant_Bliss,"#DigitalRupee is not crypto, crypto transactions are hidden, decentralised any thing which can be tracked cannot be crypto, they can use blockchain for faster transactions and still stay centralised, do not confuse #DigitalRupee with crypto."
1719,2022-11-30 07:46:48+00:00,MyAnandaBazar,"টাকার ভবিষ্যৎ
#RBI #DigitalRupee #photogallery 
https://t.co/wsRN1SnqyM"
1720,2022-11-30 07:46:04+00:00,ltkspannu,"24 hours from now, the #rbi will roll out the pilot run of India's first central bank digital currency (#cbdc ) in the form of the e-rupee.
Is this end of cryptocurrency in India?
#currency #india #DigitalRupee #cryptocrash #Cryptocurency #Bitcoin https://t.co/c1T7Jvrilb"
1721,2022-11-30 07:41:02+00:00,Ankur280986,"Biocon (Weekly chart)

#niftynext50 #nifty50 #banknifty #stockmarketcrash #stocks #CryptoInvestor #cryptocrash #investor #investment #NFT #NFTStaking #NFTshill #suntv #optiontrading #DigitalRupee #Trader #trading #biocon #StockMarket #cryptocrash #sunpharma #cipla #StocksToBuy https://t.co/dwfrYqP6zP"
1722,2022-11-30 07:39:43+00:00,pioneer_account,"✨Latest Mainnet Metrics📊

1.4 Billion #PiCoins Migrated
1.1 Billion #PiCoins Locked (79% 🔒)

Means 300 Million #PiCoins in circulation.⚡️🚀

#PiNetwork #P2E #crypto #Airdrop #PiPayments #Picoin #Web3 #Pioneer #DigitalRupee #LUNA
Like💖 RT♻️ and follow🐦 https://t.co/BbRoueNKHb"
1723,2022-11-30 07:39:18+00:00,LDNCryptoClub,"India’s central bank, #RBI, is launching its first retail #digitalrupee pilot on 1 December. The #CBDC will be tested in 13 cities with the participation of 8 banks."
1724,2022-11-30 07:37:13+00:00,Uttarakhandne,"Digital Rupee का कल से इन बैंकों में होगा पायलट परीक्षण, जान‍िए कैसे कर सकते हैं लेन-देन? - Uttarakhand News

For More Information-
https://t.co/EoIiguLBK7

#DigitalRupee 
#RBI 
#UttaranchalNews
#UttarakhandNews"
1725,2022-11-30 07:37:10+00:00,FieryBlueHorse,"https://t.co/FiLnyMKHR1
This will have a global impact! (my expectation)
#DigitalRupee"
1726,2022-11-30 07:33:20+00:00,KochharAndCo,"“Concept Note on #CentralBankDigitalCurrencies - Our Key Takeaways” an article authored by Our partner Mr. Ramasamy Santhanakrishnan, @KochharAndCo Chennai

#DigitalRupee #CBDC #RBI #DigitalIndia #MakeInIndia #PaymentandSettlementSystemsAct
https://t.co/cp2uZyeDuM"
1727,2022-11-30 07:32:17+00:00,Bigul_trading,"#MarketAlert

Markets may remain volatile ahead of India's #GDP data which will be released later this evening.

#SEBI #StockMarket #DigitalRupee #SEBI #marketnews #marketplace"
1728,2022-11-30 07:30:46+00:00,cricgupsup,"#RBI announces the launch of first pilot for the retail #DigitalRupee on 1st December, 2022.🇮🇳 https://t.co/q4p8MOo5W8"
1729,2022-11-30 07:30:02+00:00,newscafetamil,"நாளை ‘டிஜிட்டல் ரூபாய்’ அறிமுகம்! 
#newscafetamil #digitalcurrency #digitalrupee #launchevent #india #digitalindia https://t.co/n3eA2dOiKI"
1730,2022-11-30 07:25:19+00:00,N27NEWS,"Digital Rupees की launch date 1 December । # n27news

#n27news #news  #updates #liveupdates #livenews #dailyupdates #dailynews #newstoday #todaysnews #updates #stayupdated #shorts #digitalrupee #launchday https://t.co/KNySIAJPGl"
1731,2022-11-30 07:25:17+00:00,itserviceindia1,"The Reserve Bank of India (RBI) announced on Tuesday that the first trial for retail use of the digital rupee, or e-rupee, would begin on December.
#digital #india #mumbai #retail #bank #icicibank #delhi #banks
#digitalrupee #rbi #reservebankofindia #rupees #DigitalCurrency https://t.co/HB7b7pEPOA"
1732,2022-11-30 07:23:39+00:00,TamilTheHindu,"டிஜிட்டல் கரன்சி நாளை வெளியீடு: ரிசர்வ் வங்கி அறிவிப்பு..! | News Update | HTT 

#DigitalRupee #RBI #NewsUpdate #HTT https://t.co/EQchoxnYmS"
1733,2022-11-30 07:23:00+00:00,Onmanorama,"The Central Bank’s #digitalcurrency or e-rupee which can be stored on mobile phones through an app is a substitute for the printed notes.
#DigitalRupee #Currency #RBI 

https://t.co/nTXiu2I4s3"
1734,2022-11-30 07:19:23+00:00,HindiKhabar,"#DigitalRupee : आम आदमी कल से Digital Rupee से कर पाएंगे भुगतान, जानें कैसे कर सकते हैं इस सुविधा का इस्तेमाल

#digitalnewindia #DigitalRupee #reservebankofindia

@RBI

https://t.co/s52SbRNsgg"
1735,2022-11-30 07:17:48+00:00,mohan_inocyx,"RBI lauching pilot digital rupee on december 1 on four major cities in india.
New Delhi
Mumbai
Bangalore
Bhubaneshwar
#India #Web3 #CBDC #Cryptocurency"
1736,2022-11-30 07:15:53+00:00,Iam_MrPai,"#YouTube link: https://t.co/PspzKUr6Dj 

RBI to Launch Digital Rupee | First of its Kind Central Bank Digital Currency! 

#Cryptocurency #RBI #India #CBDC #rupee #India"
1737,2022-11-30 07:14:34+00:00,financepost_in,"India's Digital Rupee is likely to be launched today.

Read more at - https://t.co/egcKNt6cIt

#DigitalRupee #CBDC #RBI https://t.co/tzrSTeZLVa"
1738,2022-11-30 07:13:50+00:00,HaryananewsPost,"#DigitalRupee: जेब में कैश रखने की जरूरत नहीं, डिजिटल रुपये से करें सभी लेनदेन और खरीदारी

#DigitalRupee #RetailDigitalRupee #digitalwallet #ERupee #RBI #Digitalcurrency @RBI @RBIsays 

https://t.co/dXrExJAcGs"
1739,2022-11-30 07:13:35+00:00,JobaDasOfficial,"ডিজিটেল টকা মুকলি কৰিবলৈ সাজু হৈছে আৰ বি আই 
#DigitalRupee #RBI #DigitalIndia https://t.co/fUQClQrXVi"
1740,2022-11-30 07:13:30+00:00,JenniferAdelene,"Just to Know about me 
https://t.co/HIB5dFub23

#DigitalRupee #entrepreneur #Crypto #Blockchain #BitcoinCrash #BNB"
1741,2022-11-30 07:13:24+00:00,berrymanik,"Everything we know about #DigitalRupee 
https://t.co/YF7cH9HBv2"
1742,2022-11-30 07:11:39+00:00,THEFREEMEDIA2K,"The #ReserveBankofIndia (RBI) has said that the retail #digitalrupee (e-R) pilot will launch on December 1 with four banks - State Bank of India, ICICI Bank, IDFC First Bank, and Yes Bank. The project will be run in #Mumbai, #NewDelhi, #Bengaluru, and #Bhubaneswar. https://t.co/dz0GYgx08h"
1743,2022-11-30 07:11:25+00:00,RK_Gunti,"The retail pilot for the digital rupee has begun! It will be carried out with a selected group of customers and retailers.

Locations : Mumbai, Delhi, Bengaluru, and Bhubaneshwar. 
Participating Banks : @TheOfficialSBI, @ICICIBank, @bankofbaroda &amp; @IDFCFIRSTBank.

#DigitalRupee https://t.co/p77WM9K8ZO"
1744,2022-11-30 07:10:59+00:00,DailyO_,"India's first #DigitalRupee is to be launched in Mumbai, New Delhi, Bengaluru, and Bhubaneswar on December 1 on a pilot basis. @VVK29 writes. 

https://t.co/ILsvHo3LmQ"
1745,2022-11-30 07:10:39+00:00,theruralpress,"Digital Currency: कल लॉन्च होगा 'Digital rupee', जानें कैसे करेगा काम, कौन-कौन कर सकेंगे उपयोग
#DigitalCurrency #Digitalrupee #trpraipur #trpnews #erupee #knowhowitwillwork
https://t.co/8wUa8Y5jNV"
1746,2022-11-30 07:09:31+00:00,wetradingmaster,"BREAKING NEWS !! 🔥🔥🔥

India is all set to launch its first retail digital rupee on 1st December 2022

https://t.co/HmqgYOdJVw

#DigitalRupee #India #Digital #MONEY #news #TrendingNow #Trending"
1747,2022-11-30 07:08:26+00:00,GoodreturnsMa,"ആഭരണങ്ങളാക്കി സ്വർണത്തിൽ നിക്ഷേപിക്കുന്നതിന് പകരം ഡിജിറ്റൽ സാധ്യതകൾ ഉപയോഗപ്പെടുത്തുന്നുണ്ടോ?
#Savings #DigitalRupee #poll"
1748,2022-11-30 07:07:18+00:00,MohitBhargava,"Indians will be able to transact with digital Rupee (e₹-R) in future through a digital wallet offered by the banks and stored on mobile phones. Transactions can be both Person to Person (P2P) and Person to Merchant (P2M)
#CBDC 
https://t.co/SUo0tpACF4"
1749,2022-11-30 07:03:44+00:00,Cryptonews_360_,"La banque centrale indienne, #RBI, lance son premier projet pilote de #Crypto #digitalrupee le 1er décembre. La #CBDC sera testée dans 13 villes avec la participation de 8 banques.  #cryptocurrencies #CryptoNews
#cryptonews_360 https://t.co/1C972u62xg"
1750,2022-11-30 07:03:41+00:00,knometrix,"The Reserve Bank of India is set to launch the pilot phase of its digital Rupee (e₹-R) on December 01, 2022. Here are the key points you should know about the digital Rupee launch.  

#India #launch #Currency #DigitalCurrency #DigitalRupee https://t.co/N1AryWrBCm"
1751,2022-11-30 07:03:25+00:00,GoodreturnsTa,Retail Digital Rupee என்றால் என்ன..? யாரெல்லாம் பயன்படுத்த முடியும்..? என்ன பயன்..?  #rbi #digitalrupee #டிஜிட்டல்ரூபாய் #ஆர்பிஐ https://t.co/my6Ke0t24Y
1752,2022-11-30 07:03:06+00:00,TheHansIndiaWeb,RBI announces the digital Rupee launch on December 1 #DigitalRupee #RBI https://t.co/F6NVJUcC1j
1753,2022-11-30 07:02:59+00:00,ZeeBusiness,"कल से आपकी जेब में #DigitalRupee! कैश का झंझट खत्म, इन शहरों में शुरू होगा, जानें कैसे करें इस्तेमाल?
#eRupee #CBDC #RBI
https://t.co/ME7FAxVU9z"
1754,2022-11-30 07:01:43+00:00,CryptoFinexNews,"RBI Begins First Retail Digital Rupee Pilot in 13 Indian Cities With 8 Banks – Regulation Bitcoin News

#BTC #Bitcoin #BNB #BSC #Crypto

https://t.co/siRHUaWUhH"
1755,2022-11-30 07:00:59+00:00,__vikassharma,"Elon Musk changed like button from this ♥️ to 💙  try to like and shocking result 😱
#GujaratAssemblyPolls   
#NDTV
#DigitalRupee
#RishabhPant
#JusticeForSanjuSamson 
#NadavLapid
#KashmirFiles https://t.co/q8SLQAFyus"
1756,2022-11-30 07:00:38+00:00,werindia,"कैश रखना भूल जाइए! कल से आम आदमी के लिए #DigitalRupee की शुरुआत, जानिए कैसे करेंगे इस्तेमाल https://t.co/aRH69XwJ00 #WeRIndia https://t.co/HitVhAxC42"
1757,2022-11-30 07:00:10+00:00,crypto_pylon,RBI Begins First Retail Digital Rupee Pilot in 13 Indian Cities With 8 Banks-- Regulation Bitcoin News -  - #Bitcoin  #BTC #Crypto #Metaverse #Web3 #cryptonews #news #blockchain #ecosystem #solana #etherum #ustc #luna #DoKwon #crypto_crash https://t.co/oowDuQcHDj
1758,2022-11-30 06:59:17+00:00,AnandMasterJi,"Finally India Launch #DigitalRupee By RBI Full Details in This Video Also Trending #Apple &amp; #RishabhPant #FIFAWorldCupQatar2022 
https://t.co/wfssptB3I1 https://t.co/6uhpm7t0X9"
1759,2022-11-30 06:58:35+00:00,ArpithaAssocia1,"Digital Rupee coming on Dec 1, here is everything to know about it
#erupee
https://t.co/WjQhg92isB https://t.co/Sq7sZ0IqaT"
1760,2022-11-30 06:57:02+00:00,jamesgeorge,"The #DigitalRupee is the first step towards introducing the oppressive 'social credit' system employed by China. It is targeted to gullible citizens in #India under the lie of convenience. What you accept for convenience will enslave your freedom, subvert rights, destroy privacy. https://t.co/ilbvM0lbyC"
1761,2022-11-30 06:57:02+00:00,field_web,"With the growing demand for digital solutions in the field of customer experience, organizations are constantly looking for solutions like FSM and CRM.
But it is always not so easy to choose between them.
Read the blog to know more: https://t.co/Tzs4ARqVZd
#USAvIRN #DigitalRupee"
1762,2022-11-30 06:57:00+00:00,DhineshKumarB6,"The Reserve Bank announces the launch of the first pilot for retail digital Rupee (e₹-R) on December 01, 2022.

#rbi #india #cbdc #cbdcs #erupee #e₹ #indiacbdc #currency #digitalindia #indiancbdc 

https://t.co/897DlEEYjk"
1763,2022-11-30 06:56:35+00:00,BankingFrontier,"The @RBI has announced that the first pilot for retail digital rupee (e₹-R) will be launched on December 1.

Read more- https://t.co/gjdeUxi6qb

#bankingfrontiers #banking #bfevents #digital #india #legal #retail #currency #rbi #rbipolicy https://t.co/oQMMUwoyas"
1764,2022-11-30 06:56:15+00:00,CNBCTV18News,"#Digital #rupee pilot project launching on December 1. @_ritusingh explains what is it, and how will it work. https://t.co/MVm28XiAug"
1765,2022-11-30 06:56:01+00:00,KhatiDevendra,"Brazil has not designated Bitcoin as a legal tender, but it did the next best thing: it passed a law legalizing cryptocurrencies as means of payment throughout the country.

#Brazil #DigitalRupee #crypto #Web3 #defi #LegalizeIt #cryptocurrency #Bitcoin 
https://t.co/mwo3Y8W8Rj"
1766,2022-11-30 06:55:39+00:00,Im_Jaspreetsing,"RBI is launching e-Rupee or digital Rupee on December 1, 2022.

Digital currency or digital Rupee is electronic form of money that can be used in contactless transactions.

A tread to know few details:

1/n

#Rupee #DigitalRupee #investing #Investment"
1767,2022-11-30 06:54:59+00:00,AmitkKanth,"#RBI announces the launch of #DigitalRupee (e₹-R) on Dec 1.
e₹-R would be in the form of a digital token that represents legal tender.
It would be issued in the same denominations that currency are currently issued.

हो सकता है इसी माध्यम से सबके खाते मे 15-15 लाख आ जाए.....
😀 https://t.co/KWTCxukyJs"
1768,2022-11-30 06:54:42+00:00,TheMintingM,"$AAVE - Breakout of flat base, upto 6% upside expected.

#Coinbase #XLMandXRP #DigitalRupee https://t.co/hJ3sgZQmSj"
1769,2022-11-30 06:52:31+00:00,TassithaR,#DigitalRupee https://t.co/rMeP9ov5vs
1770,2022-11-30 06:52:28+00:00,tax_scan,"https://t.co/HRRa2Ioy9R

#rbi #digitalrupee #taxscan #taxnews https://t.co/U3Mfn0RVJv"
1771,2022-11-30 06:51:09+00:00,AshaaRajput,"#RBI's retail #digitalrupee pilot begins tomorrow

#CBDC https://t.co/D8adRCIYeh"
1772,2022-11-30 06:50:28+00:00,its_TradingEdge,"Does this happen with you as well? 😛
#itstradingedge #learntrading #learnstockmarket #tradingcoach #dharmindersingh #TrendingNow #trendingnow #trendingmemes #Apple #NDTV #Nifty #Trending #trendingvideos #Punjab #DigitalRupee https://t.co/UViUxKZfdK"
1773,2022-11-30 06:50:24+00:00,Ankur280986,"Pidilite (Day's chart)

#niftynext50 #nifty50 #banknifty #stockmarketcrash #stocks #CryptoInvestor #cryptocrash #investor #investment #NFT #NFTStaking #NFTshill #suntv #optiontrading #DigitalRupee #Trader #trading #pidilite https://t.co/7EhEiovfKc"
1774,2022-11-30 06:50:00+00:00,dna,"DNA News Wrap | Top Stories

#DigitalRupee coming on Dec 1 | #AshokGehlot, #SachinPilot share stage 

For more videos, click here https://t.co/kq08X88eyH https://t.co/Hpaqz1N2XG"
1775,2022-11-30 06:49:08+00:00,etmalayalam,"ഇ- വാലറ്റും, ഡിജിറ്റല്‍ റുപ്പി വാലറ്റും ഒന്നല്ല. ഇന്ത്യയുടെ ക്രിപ്‌റ്റോ കറന്‍സി ഉപയോഗിക്കും മുമ്പ് ഉപയോക്താക്കള്‍ അറിഞ്ഞിരിക്കേണ്ട അടിസ്ഥാന കാര്യങ്ങള്‍.#DigitalRupee #Digital #ewallet #CBDC #Crypto 

https://t.co/ZiTKdPXEWi"
1776,2022-11-30 06:45:29+00:00,CRyPTOCOINSOFT1,"India’s central bank, #RBI, is launching its first retail #digitalrupee pilot on Dec. 1. The #CBDC will be tested in 13 cities with the participation of 8 banks. #crypto #cryptocurrency"
1777,2022-11-30 06:43:41+00:00,InfoblazeINDIA,"कल से आपकी जेब में #DigitalRupee! कैश का झंझट खत्म, इन शहरों में शुरू होगा, जानें कैसे करें इस्तेमाल? 

e₹

#India #Banking #DigitalCurrency 
https://t.co/0NmMBz5WEp
Via https://t.co/LIxnkZG6tH https://t.co/ARbztak3qB"
1778,2022-11-30 06:43:40+00:00,cryptobtcoine,"RBI Begins First Retail Digital Rupee Pilot in 13 Indian Cities With 8 Banks https://t.co/iMMizoRgw1
#Bitcoin #Binance #blockchain #Coinbase #Crypto  #cryptocurrency #Doge #Etherum #LTC #NFTs #BTC #dogecoin #trading #Metaverse #Mining #Israel #USA #Forex #India #China #DeFi"
1779,2022-11-30 06:43:30+00:00,IamMehulRajput,"On December 1, 2022, 🇮🇳 will launch the first retail #Digitalrupee (#CBDC) pilot."
1780,2022-11-30 06:43:24+00:00,GizbotMalayalam,Digital Rupee | ഡിജിറ്റൽ രൂപ ( ഇ-രൂപ ) പെലറ്റ് റൺ ഡിസംബർ 1 മുതൽ; രണ്ടാം ഘട്ടത്തിൽ കൊച്ചിയും #rbi #digital #online #ആർബിഐ #ഓൺലൈൻ #news #technology https://t.co/wqT1dmqXe5
1781,2022-11-30 06:42:12+00:00,BrowohOfficial,"1. Read the full thread below ⏬ 

#NoGutsNoGlory #schindlerslist #DigitalRupee #RaashiKhanna #VarisuSecondSingle #NDTV #GujaratAssemblyPolls #zombievirus #StockMarket https://t.co/MBBPaTgJmh"
1782,2022-11-30 06:40:45+00:00,DailyCrypto_t,"RBI Begins First Retail Digital Rupee Pilot in 13 Indian Cities With 8 Banks – Regulation Bitcoin News
#Bitcoin #Ethereum #BTC #ETH #Crypto #CryptoNews

https://t.co/86yDk8N67n https://t.co/VMrQ1S7dRR"
1783,2022-11-30 06:39:03+00:00,TarunMangukiya,"Which network is used by #DigitalRupee?

Hope it is on world's best blockchain network, that is build in India by Indians, trusted by millions already."
1784,2022-11-30 06:35:16+00:00,NewsHimalayan,"कल से रिजर्व बैंक डिजिटल रुपी लांच करने जा रहा है। इसे नोटबन्दी पार्ट-2 की तरह देखा जा रहा है। इससे न केवल किप्टोकरेंसी को टक्कर मिलेगी, बल्कि टेरर फंडिंग रुकेगी। सरकार का टैक्स कलेक्शन बढ़ेगा।
(details in website)
https://t.co/aLy3HVmUDz
#DigitalRupee https://t.co/fVSg7sBXOz"
1785,2022-11-30 06:34:52+00:00,TofiqQuadri,"Ranboo had a dream that he got fired and woke up crying. Woke up to reality and realized it wasn’t a dream.

#RishabhPant #JusticeForSanjuSamson #NDTVtakeover #DigitalRupee #layoff #firing #StockMarket #The_Senate"
1786,2022-11-30 06:34:32+00:00,CoingraphNews,The central bank of India #RBI is launching its first retail #digitalrupee pilot on Dec. 1. The #CBDC will be tested in 13 cities with the participation of 8 banks.
1787,2022-11-30 06:33:05+00:00,business_today,"#RBI has announced the launch of the first pilot for retail #digital Rupee on December 1, 2022. Can it replace #UPI, #Paytm and #GooglePay?

✍🏼- @teena_kaushal

#digitalrupee

https://t.co/busXt1Ocyq"
1788,2022-11-30 06:33:01+00:00,gulynews,"Digital Rupee Launch: 1 दिसंबर को Digital Rupee होगा लॉन्च, जानिए  कैसे कर सकते हैं इस्तेमाल https://t.co/fUTuC8G9qd 
#Gulynews #DigitalRupee #RupeeLaunched"
1789,2022-11-30 06:25:06+00:00,vaibhavtare_,#DigitalRupee how long rated major initiative by RBI
1790,2022-11-30 06:25:02+00:00,coinminerss,"RBI Begins First Retail Digital Rupee Pilot in 13 Indian Cities With 8 Banks
#crypto #SmartContracts #tothemoon #investing #shill #publickey #hashrate #bitfinex
https://t.co/PXPy8KtNHU"
1791,2022-11-30 06:24:38+00:00,DDNewsGujarati,"➡️RBI આવતીકાલથી પ્રાયોગિક ધોરણે રિટેલ ડિજિટલ રૂપિયો લોન્ચ કરશે
🔹ડિજિટલ રૂપિયો મુંબઈ, નવી દિલ્હી, બેંગલુરુ અને ભુવનેશ્વર શહેરોમાં લોન્ચ કરવામાં આવશે
@RBI #DigitalRupee https://t.co/d6kDMqW7TX"
1792,2022-11-30 06:23:58+00:00,FAFToken,"Breaking: 🇮🇳 India to launch first retail #Digitalrupee (#CBDC) pilot on December 1, 2022."
1793,2022-11-30 06:23:17+00:00,Aswink1989,"#RBI announces the launch of first pilot for the retail #DigitalRupee on 1st December, 2022.
8 banks identified for phase-wise participation in this pilot. First phase will begin with 4 banks including SBI, ICICI Bank, Yes Bank &amp; IDFC First Bank in 4 cities across the country."
1794,2022-11-30 06:22:41+00:00,Garhwaltaxi,"It's Time To Travel 🚖 

☎️ +91-8191008100
🌐 https://t.co/pd5ocntW0b

#wednesdaymotivation #WednesdayWisdom #gtscab #GarhwalTaxi #taxiservice #HolidaySeason  #travelphotography #godmormingwednesday #RishabhPant  #bjpcares4delhi #DigitalRupee #Thalapathy https://t.co/hhoL7tIAqF"
1795,2022-11-30 06:22:09+00:00,housepersqft,"#DigitalRupee
iPhone is already being manufactured in India since 2017 and @Apple wants to manufacture 25% iPhone from India by 2025.

It's all because of our dearest PM Narendra Modi Ji 

#iPhone13 @Apple @makeinindia
#iPhone14

https://t.co/HFTE8uRWE0"
1796,2022-11-30 06:20:04+00:00,TheViralMagic,"Digital Rupee का शीघ्र होने जा रहा है इन बैंकों में होगा पायलट परीक्षण, जान‍िए कैसे कर सकते हैं यूज 
#TheViralMagic #Digital

https://t.co/Kr7U83ioT6"
1797,2022-11-30 06:18:09+00:00,RoxanaRossyIoan,RBI Begins First Retail Digital Rupee Pilot in 13 Indian Cities With 8 Banks #bitcoin #blockchain #crypto #cryptocurrency https://t.co/2zzwDymoZu
1798,2022-11-30 06:17:46+00:00,rahulsimpact,All about #DigitalRupee https://t.co/2kmcCRNzpa
1799,2022-11-30 06:15:27+00:00,IndianBusines16,Indian Business Mind: Digital Rupee का 1 दिसंबर 2022 से बैंकों में होगा ... https://t.co/S64IS5QS7N #Digital #Rupee #Pilot #testing #bank #RBI #sbin #ICICI #public #private #sectors #involved #retail #Currency https://t.co/o1hUfAKejL
1800,2022-11-30 06:15:24+00:00,KiranRajput_,"If #DigitalRupee remains Digital forever then its a game changer for India.

Gradually 'Currency in Circulation' should be absorbed by banks &amp; replace with digital rupee.

Does this end Black Money?"
1801,2022-11-30 06:08:32+00:00,ashwini_amr,"Explore the future of #semiconductors in the #automotive industry!
 
Download the sample report free:
https://t.co/O8vU4HQeGB

#automotiveindustry #semiconductorindustry #semiconductormanufacturing #automotivetechnology
#DigitalRupee #technology https://t.co/mnH0nPxqrh"
1802,2022-11-30 06:08:28+00:00,Welfare4Poor,#DigitalRupee https://t.co/letU0gaegP
1803,2022-11-30 06:07:36+00:00,gujarat_kesari,"રોકડ લેવાનું ભૂલી જાઓ! આવતીકાલથી સામાન્ય માણસ માટે લોન્ચ થશે Digital Rupee,જાણો તેનો ઉપયોગ કેવી રીતે કરવો #ERupee #ERupeeLaunch #ERupeecurrency #digitalERupee #rbinewanno
https://t.co/0Bps84Kv1q"
1804,2022-11-30 06:07:30+00:00,MarathiDivya,"प्रतीक्षा संपली! उद्यापासून आरबीआय सुरु करणार डिजिटल रुपया, आता कॅश ठेवण्याची गरज नाही
#Business #Finance #Digitalrupee #RBI 

आणखी बातम्यांसाठी इन्स्टॉल करा दिव्य मराठी अ‍ॅप
https://t.co/Jec3P7FpPp https://t.co/DUiwgNbZQa"
1805,2022-11-30 06:06:21+00:00,blockchaingeekk,"Speaking against #DigitalRupee or any CBDCs doesn't mean we are against regulation. We need regulation to some extend to protect retailers against some coins or tokens like cumrocket, shibu inu, or any shit coin which doesn't have any intrinsic value and run purely on speculation"
1806,2022-11-30 06:04:35+00:00,spydra_io,"@RBI announced the release of CBDC (Central Bank Digital Currency) in India. It's a digital rupee pilot project launching on December 1, 2022. The e₹-R, also known as the retail #DigitalRupee, will be adopted by 8 chosen banks. https://t.co/ik4tArzP8y"
1807,2022-11-30 06:02:31+00:00,VIPS_Finstock,"Here are seven reasons why India’s #DigitalRupee, many experts believe this is the future of money.
Read here - https://t.co/ByiAD8usK3."
1808,2022-11-30 06:02:30+00:00,VIPS_Finstock,"To support India’s digital economy, improve payment system efficiency, and prevent money laundering, RBI launched a pilot of the digital rupee in India on November 1, 2022.
#DigitalRupee"
1809,2022-11-30 06:02:30+00:00,VIPS_Finstock,"Can RBI’s e-Rupee be the future of money?

The government’s announcement of #CBDC in the 2022 Union Budget came as a ray of hope for crypto enthusiasts and business owners. 
 #DigitalRupee"
1810,2022-11-30 05:59:19+00:00,Cryptocouporg,"https://t.co/qJDlvtMeAr
RBI Begins First Retail Digital Rupee Pilot in 13 Indian Cities With 8 Banks
#crypto #bitcoin #eth #nft #nftcommunity #nftgiveaway"
1811,2022-11-30 05:58:00+00:00,GoodreturnsTe,"ప్రపంచ వ్యాప్తంగా డిజిటల్ కరెన్సీలు పుట్టగొడుగుల్లా పుట్టుకొస్తున్నాయి..!!
#DigitalRupee #rbi #digitalmoney #retaildigitalrupee #goodreturnstelugu
https://t.co/L3MUFg3MhX"
1812,2022-11-30 05:56:59+00:00,blockchaingeekk,@PeterSchiff @SchiffGold It's just another way of hiding out an increase in the money supply in the economy and blaming price shocks for rising inflation. #DigitalRupee is a scam. Period.
1813,2022-11-30 05:56:33+00:00,GlobalWeb3News,"🔴Newsflash #Crypto
RBI Begins First Retail Digital Rupee Pilot in 13 Indian Cities 

The Reserve Bank of India is launching its first retail digital rupee pilot on Dec. 1 with 8 banks. The pilot will start in 4 cities and then expand to 9 more cities across India. (Bitcoin News) https://t.co/EOuwb6Ii4J"
1814,2022-11-30 05:56:31+00:00,Ankur280986,"Sun Tv (Day's chart)

#niftynext50 #nifty50 #banknifty #stockmarketcrash #stocks #CryptoInvestor #cryptocrash #investor #investment #NFT #NFTStaking #NFTshill #suntv #optiontrading #DigitalRupee #Trader #trading https://t.co/Mtn7nntvPy"
1815,2022-11-30 05:56:25+00:00,TEcophile,"Open the thread to understand how exactly the digital rupee will work
#DigitalRupee #RBI #SEBI #StockMarketindia https://t.co/FXWeCk8gPQ"
1816,2022-11-30 05:56:03+00:00,BusinessNorthe1,"RBI's retail digital rupee pilot debut on December 1 Read more: https://t.co/thNoDt3rWq 

@RBI 
#DigitalRupee #india #RBI #Banking #technology"
1817,2022-11-30 05:55:00+00:00,DDNewsUP,"♦️01 दिसंबर 2022 को @RBI ने  खुदरा डिजिटल रुपये (e₹-R) के लिए पहला पायलट लॉन्च करने की घोषणा की

♦️ई-आर एक डिजिटल टोकन के रूप में होगा और उसी मूल्यवर्ग में जारी किया जाएगा जो वर्तमान में कागजी मुद्रा और सिक्के जारी किए जाते हैं

#RBI #DigitalRupee 
@mygovindia  @prasarbharati https://t.co/mhXXibxapj"
1818,2022-11-30 05:54:46+00:00,Network10Update,"कैश रखना भूल जाइए! कल से आम आदमी के लिए Digital Rupee की शुरुआत, जानिए इस्तेमाल का तरीका

 #DigitalRupee #RBI #Announcement #RBI #DigitalCurrency @nsitharaman @RBI #cash @mygovindia 

https://t.co/zjAmppDs3m"
