no,Tweet
1726,PLS MAKE VIDEO ON POLLUTION AND ITS IMPACT ON SHINING INDIA
1727,IDFC is a worst bank.<br>Don't promote
1728,Privacy will be a word in the history books
1729,"<a href=""https://www.youtube.com/watch?v=07yMvq5WxAs&amp;t=2m10s"">2:10</a> Thalaaaaaaaaa🔥🔥🔥🔥🔥🔥🔥🔥"
1730,"Digitalisation is good, But we must also ensure robust cybersecurity and 0 electricity outage"
1731,Interest calculation done is not an Apple to Apple comparison<br>You did monthly compounding for IDFC <br>And in another case calculated simple interest
1732,Basically nations will centralize more &amp; more power while masses will loose every ounce of influence.
1733,Describe each model of CBDC separately !
1734,One of the worst described video ever on this channel didn't expected this from you Ganesh
1735,Ha..ha  no more cash guys..everyone will pay tax . If you default or do not have a good score your account will be restricted including spending habits. More centralised control !!
1736,Just brilliant explanation as always...Think school never disappoints subscribers..amazing:)
1737,"When CBDC announced, I was waiting for Think School's video. Great effort guys. No one is matching your content"
1738,Just Amazing Analysis 👌👌👌
1739,"I think banks can save a lot of costs by getting rid of ATM machines,  circulation and printing of money.  Also we can tackle fake currency issue can be tackled by this block chain technology.  I am not sure whether it can replace SWIFT or UKFPS."
1740,Loved your content... You had a great knowledge and put every effort of you into geopolitical knowledge and did a great work to explain everyone..... One major video on S JAI SHANKAR and impact of INDIA across India
1741,Sandeep sir ke show pe kb ja rhe ??
1742,CBDC’s are a threat to Banks and people  use to blame cryptos
1743,Another CONVINIENT way to PAY but it's NOT on the Blockchain ! SO... what is the big deal ?
1744,"They are stealing our future by making a digital currency using blockchain tech . Centralizing the decentralized, they are bringing the use of banks again when there is no need for it and with it taking away our right to handle our own money without a third party like government or banks  . 20 years down the line things will change when btc or eth becomes a world currency and no one will be able to control our funds! Wake up people. It's not about Modi or any political party . It's us against the government of the worlds. Borders , religions, racism were all built to divide us and rule us on such basis . Time to wake tf up and grow to our original potential that the governments never allow us to do"
1745,"Hi, <br>It gives me an immense pleasure that till the date whatever I watched I have tried to apply in my work, studies . <br><br>I have received lot of benefits<br><br><br>Thank you <br><br><br>Lots of love"
1746,What's the difference between payment using digital currency and using the money in bank account using UPI..<br><br>I don't find any difference between the two..
1747,Digital currency is best in Digital world ..and international currency balance  sheet shall be satteled in Gold coin currency in place of Dollar .
1748,India is a super power and rightly should lead and compete. I am confident India's eRupee will be welcomed and thrive.
1749,Very very informative
1750,These people copy everything about the blockchain but tax 30% for the real thing.
1751,I have question? Why are there so banks not just RBI?
1752,WEF bringing it all closer..next social credit. Yay
1753,There are gross inaccuracies on the remittance... These days the remittances are already instant..<br>Also u need to convert money from the host country currency to the indian rupee which involves the maximum commission..which cbcd is not going to change.. don't pull big wools .
1754,All this will be applicable to the commoners.. but the politicians and their crony capitalist will enjoy their anonymous black money..what ever may be the modes of transaction..
1755,"The Chinese CCP loves this: fully control of every move of every citizen. India should not want to copy such an emporer system, not in its Dharma.  Swift can be beaten differently."
1756,I agree with u but does our government integrate blockchain and make it transperant?
1757,Timestamp<br>00.00 : Digital currency<br>12.50 : Can RBI's digital rupee currency help India.....
1758,"given the greed of Indian IT firms, this is far from happening 😂"
1759,i dont see any benefits of CBDC. it is just like UPI and even in UPI you can make offline payments. also he gave an example of some remote island who is using CBDC which is not relatable to our indian context. in my opinion CBDC is a new fancy and expensive project which govt  doesnt understand and is going to cost our economy more than demonetization
1760,Mind blowing explanation if this channel was ter while I was in my school days i would have taken commerce group
1761,"Hey man! You've such deep, genuine knowledge of every topic that you make video on. It reflects in the quality of your content. <br>And the study material part is highly commendable."
1762,I would be very happy if the digital rupee works without internet.
1763,"Newbie, stop making videos that create threat perception"
1764,If there's no gold backing is value is worth nothing... I promise we're walking into economic collapse
1765,"This is going towards demonetization, and government will control that how we'll spend money and that's really scary. Free speech could be banned just by blocking the account.<br><br>Just for an example:- Just like covid if govt wants you to stay in your house they'll block the payment beyond 2km from your house's radius.<br><br>This kind of control and our freedom should not be handed over to anyone."
1766,I think this will collapsed the original rupees
1767,Let’s take a moment to thank Sathoshi Nakamoto and Vitalik Buterin for this revolution.
1768,This is why Modi ji needs to be there for next 30 years to transform India ahead of the other countries. Jai Ho Modi ji...
1769,"But , centralisation of transaction within RBI , government also keep on eye on public 's monkey behaviour,,,,,, like china‘s government"
1770,"Indian Rupee is not pegged with Gold as described in @<a href=""https://www.youtube.com/watch?v=07yMvq5WxAs&amp;t=2m39s"">2:39</a>. It is a fiat currency and floats with the market."
1771,"India, usa , china are top competitors in technology"
1772,What happens to the banking system. Btw mobile money is already successfully working in many countries.   Looks like the central bank wants to drive out the banking system.
1773,"Nice, terrorists can be tracked. No hidden money/ black money"
1774,"Are you people THAT IGNORANT? DC will not change any trade, for 95% of all transaction are already in DC. But it will become accessible to all mankind in more than 600 forms control by ONE BOSS."
1775,CBDC will put revdi by central government on steroids
1776,"Love you my son, as a commerce professional your videos are more helpful now a days, I recommend your channel to all my students"
1777,What is GDP . please make video on GDP
1778,"Let's all Indians make this happen, reliance on swift is going to continue to crush our  economy."
1779,Nope!
1780,Thala. 🔥
1781,This screw the Finland and Europe very soon.... you can already see the feet of the devil in those country's
1782,Crypto jaisa use nahi ho sakega ? Crypto use karte hain log tax se bachne ke liye anonymous transaction ke liye toh ye problem CBDC kaise solve karegi ?
1783,It means more data scientists are required. Hip hip hurray for data scientists.
1784,Pls stop that background tu tu sound <br>Except this everything is excellent
1785,India being a huge net importer has only one factor in it's favour of being a huge market for other countries to sell their products in India. How this situation which is not going to change for the better in near future would drive India to become a Super Power?
1786,in today's era no fiat backed by any commodity
1787,Very nice article. But I believe this is more relevant for the cbdc retail which is yet to be launched. Also wouldn’t this disintermediate the banks from the financial system which in turn will increase systemic risk on rbi itself. Banks also help create money supply by giving loans which the rbi will be unable to fulfill. Just my thoughts
1788,"CBDT is a waste of time. It is designed by the Governments to diverrt people away from blockchain. Currency is already digital, we already have UPI. I can already pay online. CBDT just would make RBI do something that it is not equipped to do - create individual accounts. If people can save their money in RBI account, why on earth would they use any other bank? So it will kill banking as we know it. It will be a maintenance nightmare for the RBI and a terrible tragedy for the banks."
1789,Kya e-upi corruption khatam kar dega
1790,"This is another version of fiat money as mentioned @<a href=""https://www.youtube.com/watch?v=07yMvq5WxAs&amp;t=2m40s"">2:40</a> i.e. currency not backed by anything. So govt can issue any number of these funny money and continue its 'rewadi' culture to win votes. Also they can pass this to common people in the form of inflation. And give as much credit to people who are connected with banks and politicians as they are all generated - not earned!"
1791,"Ajith should see it 😂<br><br>By the way, proud of your growth man. Keep going."
1792,Political corruption can be avoided 👍
1793,Hope they also improved Govt websites
1794,"No need to be getting high on this. If this is happening at the same time as other national banks, then this is decided by an external entity. Like WEF. <br>Now this digital currency will be a control system on where the money is spent and by whom .<br>Like the banks can decide if you spend on food or drugs. <br>And this can spiral down whne the political will is against the nation. <br>Banks might not alow you to spend your money on something whcih is against the then narrative. <br>Like you can't fund a opposition party if the governing party don't want you to. <br>If the govt thhinks and NGO is against the govt, they'll never be allowed to collect cash. <br>You can extrapolate easily. <br>This will be bad.move"
1795,CBDC is a simple copy pest of ethereum blockchain and RBI is making own cryptocurrency called e₹.
1796,CBCD WILL ENSURE MIDDLE BANK Misuse OF OUR MONEY
1797,"You started with CBCD &amp;SHIFTED ABOUT REPATIREATES,WHY?"
1798,"No need to celebrate early, just observe for the time being, it is in pilot phase. Also, we talk and hype things up but the end result is often tame.<br>Eg: 1. Demonetization, some of my relatives genuinely expected 10 lakh or something as promised by the govt.<br>2. Start- up the new revolution, look at the current status, no start up ecosystem has benefitted the ordinary folks.<br>3. 5 trillion economy by 2025, there was a book or something written on it, what is the status?<br>4. UPI, but company are in loss, govt compensation is not sufficient.<br>There are endless examples.<br>We are 5th largest economy on paper, but the standard of living has not increased, it's skewed towards the industrialists."
1799,India🇮🇳♥️🙏
1800,I respect think school a lot and I appreciate the efforts that being said ! It's a big no to the digital currency well why <br>1) Migrants aren't the majority so second point doesn't stand <br>2) if somebody leaves India and tries sending money home that isn't the problem of Every day Indian ! If he loved the country he would have changed it here so that point isn't viable <br><br><br><br>my opinion ! this digital currency without being backed is a Tracking system ! Very simply the e payments system have made it better for tracking and now this ! <br><br>The only power people have is to Work and Make value for themselves so that they can Change their personal life now even owning that <br>The bank will switch off the digital currency whenever they want !
1801,Usually I rarely subscribe channels. this one is worth to have subscribe so big big thumbs up👍
1802,Intoducing CBDC will also reduce the case of printing and using fake currency drastically
1803,"Can CBDC stop bribe, under the table cash, corruption by the politicians and govt officials ?"
1804,"When these two are at something, it must be a grand disaster."
1805,"I am afraid of central banks weaponising the power of the ledger they hold, countries like China can just cut you out entirely, not to say that I am comfortable with Western countries or India having the much data on it's citizens. This is like the antithesis of decentralisation and crypto's original goals."
1806,When will Clown Nirmala bring inflation down? Poors are in absolute pain
1807,"<a href=""http://www.youtube.com/results?search_query=%23digitalindia"">#DigitalIndia</a>"
1808,Defi with CBDC 🔥🔥🔥
1809,Black moneyee
1810,Ban crypto and steal the idea of crypto
1811,Pls provide all videos into Telugu language also
1812,He has explained everything about UPI and e rupi voucher but not CBDC!
1813,"The concept of Digital rupee sounds to be good but uncertainty still remains, because they also beautifully explained the idea of demonetisation but ended up in a disaster and worst nightmare ever for Indian citizens."
1814,Sir. Blickchain and hyperledger par bhi. Bataiye.
1815,"Trust is needed to support and promote this system world over. We Indians hold 30k tonnes of gold, which is more than rest of the world×2. Who else will be leaders in this race the only Vishwaguru."
1816,I will open acct in IDFC
1817,video has left many unanswered questions like how will people get initial value to spend if they have no bank account and much more
1818,"Is just rupee right? Not some new cryptocurrency which will work like Bitcoin, with its value being dependent on demand?"
1819,Illiterates and apprentices  in economics are going to drive the country into economic disaster after demonetization unable to contain &quot;frauds&quot; that are happening in &quot;digital&quot; domain it's hype to jump into &quot;digital &quot; currency is even more foolish
1820,"Good content, well explained"
1821,Great👏
1822,"CBDC is the digital prison in which the several decades of India's debt to the international Banks is going to continue. This is nothing new. Instead of the debt in paper currency which could be printed in billions without any gold backing by a switch is now going to be in virtual digital system without any gold backing much more worse than the paper currency. Atleast paper currency you can be sure you hold it and spend it on what ever you wish for. But CBDC can be switched on or off from your account any time the government wishes. CBDC can control what you spend on, and who can spend it and who does not depending on your credit score."
1823,Your videos are out of this world. I keep waiting for your new videos always. I wish you best of luck.
1824,Make this guy finance minister already
1825,13k+...Thanks
1826,Thala Ajith
1827,Is CBDC based on Blockchain technology ???
1828,I am not so sure about digitising everything
1829,"Most  Useful  Points , presented in an Amazing Manner.  !!👌👌👌"
1830,Discuss about cyber security and technicality of issue and maintainance of this process with reference to online frauds in last 5  years in India.
1831,Algorand is by far the good blockchain that fits into CBDC criteria.
1832,This looks like a business centric move good for business. But i see the probability of misusing the fund govt needs to have very strong regulation around the usage of ecurrency.
1833,Thanks.RBI should  appoint independent expert group  to undertake  Technology Assessment study simultaneously to examine the viability of the project.
1834,CBDC use case is different Swift use case is different. OMG. How dumb are you. Do a proper reasearch first.
1835,Good one.. Have you missed another important benefit? It's stoppage of counterfeiting and putting 🇵🇰 out of business..
1836,30% tax on digital currency..
1837,Enjoy having the government monitor your every transaction. What can go wrong?
1838,CBDC 🤮🤮🤮💩💩💩
1839,"Idfc ko kaise pata chala ki aap cbdc ke upar video banane wale ho ,how this information exchanged by both of you who comes first ?"
1840,"The technology of Blockchain is used very smartly by the central bank. However, it makes the system even more centralized. More centralization leads to less freedom. They'll have a record of every personal transaction. The path to communism looks bright for India!💫"
1841,Sir please change your sound track<br>Videos seems old
1842,"Will physical currency be banned, atleast for some income brackets."
1843,Every country has very good control over their currency released except India. <br>Now we don’t have any control over digital currency. No one know how much digital currency is released.<br><br>Now we don’t see Rs 2000 currency. Where is it gone? It will be very nice in theory.
1844,"Once Central Bank Legitimize  Digital Currency , It' hugh risk for world banking system and financial stability.  <br>1.With CBDC, RBI is going to compete with commercial bank like SBI , HDFC , ICICI etc . (Since funds will be parked at RBI)<br>2. Fear of  Government can Track every Transaction will move some transactions to  shadow banking using crypto currencies.<br>3. If digital currency is legalized ,BitCoin and similar Crypto Currency will get wider acceptance  which would weaken CDBC/currency value in long run and could cause run on banks as unintended consequences."
1845,"You forgot to mention the risk of a government being able to decide whether your money should expire or being taken, without your consent...<br><br><br>That s the reason why we want the blockchain to rule money, but not gov to rule the blockchain, it s called decentralized blockchain<br><br>One example is bitcoin, noone owns it"
1846,First can Indian political leaders &amp; public stop using twitter
1847,India is great
1848,Thala ❤
1849,I request you to cover over the 3 capital issue of Andhra Pradesh. It needs national attention as it is destroying our state. Requesting you to look into it again.
1850,You’re by far one of the most sensational education channel. Thanks for coming up with these videos. Good luck!
1851,"Banks guarantee your savings account only upto 5 Lakhs. If you have invested 1 crore and bank went bankruptcy then there is no gaurantee for 95 lakhs. This is were CBDC will help. Ofcourse, CBDC may not give you interest as banks though but, its RBI's gaurantee for you."
1852,"What's digital rupee? Listen 👂 PM explains. All ducks raise hears to that. <br><br>Whatever balance that we see in wallet, bank balance is digital currency right 👍<br><br>Buying vouchers it's a kinda giftcards. I don't think that it will beat with SWIFT transactions. First, other nations need to buy, then only rupee value increases."
1853,Russian Ukraine misadventure helped China wean away USA/UK/Canada evil axis's focus to shift away from China.
1854,"<a href=""https://www.youtube.com/watch?v=07yMvq5WxAs&amp;t=11m02s"">11:02</a> , plz more explain, how receiver know he got fund ? while  region is in poor or no internet connectivity (offline)"
1855,This is called Control. Make money out of thin air and reserve who can use it
1856,Why do you need blockchain for that? You can do all these using a central database
1857,"Bhari click bait. Use case scenario Finland ka, possibility china ki par thumbnail mein izzat India ki. Sahi chu bana rahe ho Malik"
1858,"There are immense technical challenges and drawbacks in every single issue discussed here. This is the problem with business-oriented channels: they discuss case studies without worrying about the details. And 10 or 20 years later, when the system's flaws start affecting ordinary people, then everyone will wonder how people were so stupid to begin with. Smart contracts have serious security issues. Blockchain makes an economy extremely energy-dependent (something India needs to always import). Ledgers provide detailed intelligence about any individual to anyone who can access it. The list of problems goes on and on and on ... and the only people worried about these problems are the computer scientists who know about it. Everyone else is just proud and excited about something they don't really understand."
1859,"I feel, WE have to take the lead and establish a better system by research into better fortification of the &quot;Block Chain Technology&quot; which still does not seem to be safe enough.<br>Simple reason being, no one can and should, EVER trust China and their Chinimakauwz for doing something good for anyone but themselves, forget the whole world..... 🤷"
1860,"What if the Indian Government wants to build the infrastructure for all major economies with CBDC for free initially, this gives big upper hand over china."
1861,"Too centralized and way too intrusive. Why allow banks and governments that kind of power over you? Do we serve as debt slaves at their pleasure? <br>NO. <br>THEY serve at OUR pleasure... Only when we hold and spend our own cash, use our own money, or medium of exchange are we free and independent."
1862,90 percent of refugees are muslims so don't be emotional just beware of Sharia law when they came in Power 🔥🔥
1863,XRP THE STANDARD.
1864,"Digital Currency is the end of Money neutrality and privacy, regardless of all its conveniences."
1865,I am trusting your every exaggeration.  if your exaggeration doesn't turn true...... generations wont forgive u.
1866,Thugs of Jamtara are watching this video and are preparing themselves for eRupa
1867,This is exactly like a crypto like stable coins such as USDT. For transparency they use smart contract technology. They are saying everything but not using the word “cryptocurrency”
1868,Indians will think they are gonna be a super power even if you show them a bunch of cows
1869,LOGO KITHNAA GHATIYA KACHDAA HEI... CHIDAMBARAM KE AMERICUN AGENT &amp; TUROOR KE BROKER SE KIYA HOGA....
1870,This will result as Master move against Fake currency rackets in economy. 👌
1871,Amazing explanation about cbdc. Think school and this specific anchor provides such a crisp explanation of what could be complex to understand mechanisms. Great Job!
1872,"Now if govt slowly stops use of currency and implements use of digital rupee, there will be no black money. Everything will be tracked."
1873,&quot;Jai Shree Ram&quot;
1874,So bank robbers can wfh now😛
1875,"I admire your content but unfortunately you never mentioned blockchain,cryptocurrency &amp; bitcoin by which the concept came from and how evil the banks are. Please make a separate video regarding that."
1876,Think School it'll be appreciated if you create a video about defence startups a request from a very long time viewer.
1877,"My greatest happiness is the $ 30,000 bi - weekly profit I get consistently from my $ 40,000 investment despite the economic fluctuation"
1878,"This seems like excessive government control. You really want the government to watch your every single move? - what you pay for , what you buy, who you transfer money to. Every single move can be controlled by the government. Wait until they easily shut you off the economic system at will, if you say anything against them.Welcome to the Indian government slyly becoming like the CPP in china. George Orwell  will be smiling in this grave."
1879,"Still all these could be done with UPI itself, i don't know why we need CBDC to pass on benefits"
1880,Great Vedio
1881,This is good.
1882,"Digital currency is a risky business. There's a reason why even the most advanced and richest banks in the world are skeptical of digital currencies. <br>That said, moving away from the US $ is probably a good thing. I'd just prefer a currency backed up by something physical and ample."
1883,Beware digital money is a way they can totally control humanity if you don't do what they want you to do they can just cut you off ...
1884,Ajith Kumar Cameo nice
1885,"<a href=""http://www.youtube.com/results?search_query=%23india"">#india</a> <a href=""http://www.youtube.com/results?search_query=%23putin"">#Putin</a> destroy mercilessly never."
1886,Wowww just woww. Such a crystal clear content 🔥🔥🙏
1887,Superb Ganesh. I would recommend a video on Iran (why is US trying to create a civil war) and how can it strengthen anti west alliance along with Russia and China
1888,"Stay on PM Sir, you will succeed in replacing SWIFT, Europe and Africa will welcome it."
1889,How can it be used without internet?
1890,"This is another good video on providing new emerging concept. I am very much delighted when I observed that your team didn't compare this <b>Digital currency</b>  with crypto digital currency &amp; messup with everything making objective, and reasons sabotaged.<br><br>Thanks for it.<br><br>Also, this form of RBI digital currency will drastically reduce hoarding of physical money, evaded from paying tax as well as illegally earned through several unlawful things. <br><br>You didn't add that predominant advantage as this Digital currency rupee can't be printed out or taken out in the form of currency to accumulate it as a wealth for future."
1891,You will see the disadvantages of CBDC after 2024. Trust me
1892,Instead learn about “Bitcoin”. Enjoy
1893,Your reading recommendations are amazing
1894,Everytime you manage to impress with the presentation. 1000 likes
1895,Smart contract 👏
1896,whattay spin with that migrants section. the video doesn't live up to its title
1897,As someone who's been following Cryptocurrency and blockchain applications for a long time now CBDCs are a boon for governments but if not implemented properly it puts way too much control in the hands of the government and can be a BIG problem from a privacy point of view for individuals since the government can directly track all the transactions being made by individuals
1898,If you reading this <br>Realise this quickly start taking interest in web3 and blockchain the next set of jobs would be in that area and India is on rise for opportunities
1899,"Damn..I really thought you were going to say India on the &quot;leading in the race for CBDC&quot;. But it's okay, it only motivates us now coz now we definitely know that someone is ahead of us. If we can make UPI, then we can definitely make e-rupee first. Believe in India ❤️."
1900,Monthly interest is available on AU Bank already
1901,Even YES BANK also in CBDC pilot project
1902,"It is nicely explained, except I did not follow one thing. In case of UPI the video explains that the delta of the transaction is transferred between the banks at the end of the day. How is that not the case in the case of the CBDCs? Why do the CBDC rupees directly transfer between customer account and merchant account. Can @Think School or anyone explain?"
1903,I wish Indian give opportunity to other digital currency like eth or bitcoin..i understand that we are trying to give opportunity to local growth but it will also make us become like China or another Korea..
1904,i think cbdc is completely fiat. its backed by same comodities as normal ruppee
1905,Another angle to this is the ability to remove counterfeit and also put limits on  how much money can be actually printed / currency manipulation!
1906,Can you plse study n compare iso20022 and swift .
1907,Let’s just focus on ‘Building’ and protecting our work from sabotage. Let there be no schadenfreude! 🙏🏼
1908,I always learn something new here
1909,"If I have a wish to know something, i would only wish to know how do you conduct your primary research..."
1910,Explained in detail about digital currency of RBI. Thanks for your contribution for better understanding.
1911,Man when will you stop your constipatory facial expressions?
1912,Retail banking can make popcorns then...and too much centralisation is bad for finance..no competition
1913,The real money is only gold.<br>Rest all is credit
1914,Sorry to say this but there is no significant advantage of this digital currency. The example of refugees is a black swan event so it doesn't really weigh in as a great usecase. Using a digital currency makes sense for a weakly connected country like Bahamas but not for India.
1915,nice
1916,"We have mobile apps on retails banks now, why would you need a CBDC in the Bahamas, still no need to go to the banks? As a side note, I used to work for a company making core banking engine, where we already had smart contracts, so even that is already here. Blockchain technology implies distributability, which is not inherent to CBDC, quite the opposite. I think this video is missing a point about the control that CBDCs give to central governments, which is a major concerns given the world we leave in and the decision being taken by government and non-government organization. CBDCs remove so much friction, the question is would you trust your own government with so much power?"
1917,🚀🚀
1918,Thank you very much for such a nice explanatory video as always. Awesome ! Keep making such informational &amp; highly knowledgable content 🙏<br><br>Quick Suggestion - Please change the background music as per the category of narration content. The mood of content feels to me as if Putin is going to fire a nuclear missile on Ukraine and the world is going to face an economic crisis because of the same background music on almost all videos on this channel. Thank you !
1919,What would happen to the digital currency if a major solar storms hits earth?
1920,V good
1921,"As a deep tech person, here is a word of caution about Smart Contracts, there is a lot that goes wrong with them. Your example works because it's a simple rule-based system (I can program the logic in 20 minutes). There is a lot of hype around Blockchain that needs to be evaluated carefully"
1922,"@Ganesh, the SB account is offering ~3-3.5% intrest. But I think when we have this digital currency, with current pilot version what we see is there is no Interest to that account, do u think it would attract the customer in large numbers?"
1923,"More digital, more fraud. Just the rich will  get richer, poor will be poorer"
1924,"Smart contracts and cryptocurrency all runs on the principles of blockchain technology which was achieved years back even before cbdc. Cryptocurrency such as bitcoin is the future, since it is decentralized in nature"
1925,"Ganesh Prasad, you simply nailed it through your explanation skills. I love your videos man. Only you can explain these kind of topics in  less time with such an ease. Kudos to your team and you Ganesh Prasad."
1926,Bhai itna lamba video??
1927,"After seeing this, i am just wondering how much potential cryptocurrency has."
1928,A correction you have to make: CBDC's value is backed by the underlying FIAT currency! A VERY IMPORTANT POINT! you mentioned its backed by faith- its not just faith- its a combination of faith and FIAT backing!
1929,Background music presentation ko bahut prabhavi banaane mei aham bhumika nikalta hai. <br>Warna mei toh inn videos se oob jaauga
1930,"US fed did a study recently and concluded that there is not much advantage of digital economy. Why would it not benefit us , because it is modern country with everyone having bank accounts already?"
1931,efficient will be scamming fraud and your money draining in new 5g network
1932,"Completely don't depend on digital  every nation,may need other sources  to not effect by digital"
1933,Great insights!!
1934,"Another great video, thanks for all your hard work to educate commons. We are really going digital very fast and that too with our own technology."
1935,Love the explaination but everytime numbers are interpreted in &quot;Lakh&quot; i get lost.
1936,India with its 8% interest rate for home loan and about 12 starting and upto 25 percent for business loan needs to improve its financial system
1937,Very cool explanation . Hats off . Salute
1938,are you from Britain?
1939,"It requires 25000rs for to open IDFC first bank account, unlike other banks"
1940,"ha ha ha ha ha...Recently I watched a video where a muslim refugee, a lady saying that there are too many finns in Finland....we already have around 5 crore rohingyas and bangladeshi...so lets keep it Indian citizens and not refugees like finland"
1941,Hindi main kar
1942,"If you say it's programmable.....then what are the chances that it could create ultimate dependence on government and push people into complete slavery? Atleast We have cash right now with us, what if we protest against the government wrongdoing(which are plenty) and our money is freezed permanently?? Will it not be a curse to the human kind??"
1943,Not without the unity of India and certainly not without the support from the rest of the world including the US
1944,"Amazing. Simple, clear and precise explanations for financial novices like us. Appreciated ."
1945,But cbdc can rise terrorism??
1946,The question lies that why will india adopt to digital rupee and go through pain of change of process of transactions system with upi availability 😢
1947,"There are many cons of CBDC.<br>No privacy, total authoritarian regime. Govt can montor every transection , can block any transection. <br>CBDC is coming in all countries. CBDC is the idea of imf and wef. These institutions are pressing every govt to bring CBDC. Imf and wef is owned by very powerful people on earth. And they want to remain in power and to do so they dont want this (debt based, crippled) financial system to change. Bitcoin is the threat to current financial system and the powerful people has only one last card to play that's CBDC."
1948,"And why not use the CBDC in restricting the first time user of reservations/caste quota  in India by a person from a certain community. Track them and block them after one-time usage of reservations in jobs, education, welfare schemes, promotions in govt. jobs etc..? Can this be practically implemented in such scenario? I wonder...."
1949,Yeah it can because Russia is also developing something similar so I guess it's a coordinated approach between different countries and this isn't something developed in the last hour
1950,❤️❤️❤️❤️❤️❤️❤️❤️
1951,Will this affect retail Forex trading?
1952,"They are massive disadvantages that come with CBDC. And I believe it's important for you to explain this issue in another video. This initiative was not founded on the basis of protecting citizens but rather tighten control of the <a href=""http://masses.it/"">masses.it</a> will become apparent, because government will have enormous powers to do exactly what they want at any given time. Why! Because they can exclude you from all economic activities altogether indefinitely if you do not do what they want. And that is maybe a price we have to pay unfortunately."
1953,st//up//id Indians will gladly be/come s/lave/s
1954,"Sir ji, Example is wrong. Western union. Bcos western union transfer money instantly."
1955,"Idfc changes their policy the moment they are achieving their teacher no. can't trust them, they open my bank account as zero balance and it changed overnight to 25k minimum"
1956,"For the quality content they create, and educate us for free, the least I can do is to watch all ads before, during or after their videos. Much respect, Ganesh bhai and Parsh bhai.. And Team Think School!"
1957,.
1958,"Think School Can You make a Video On How the Money is created, Who controls it and how the Federal Bank of U.S. is affecting the Economy of whole World"
1959,Best video so far. :} Thanks
1960,"I just got into your video? Very very good, THIS VIDEO I BELIEVE YOU LET YOURSELF DOWN AS YOU NEVER EXPLAIN THAT THE DIGITAL IS PROGRAMABLE ???? mean the money is more like a voucher, the Government can say you can only buy this or that, if you had the video would be on point thanks"
1961,"Somehow I get the feeling that the present government needs to remain in power to implement this (and all the benefits of this) in a reasonable timeline without wasting any time. Anyway, how many of you think India can beat China in this race?"
1962,"poor video not explaining why CBDC's are horrendous,giving complete control of our money to governments."
1963,And they say... What has modi done?? He is doing what congress taught waste of time.
1964,I am getting a little confused here. If the transactions under CBDC will happen at Central bank's level what will be left for the banks to work for?
1965,Our government will make in favor of the their own and political community
1966,Ye sab toh theek h tax kab lenge sab logo se
1967,"hi bro! I have three questions<br>1: As you gave first example, I suppose digital rupee isn't block chain based and i didn't understand the logic of first example. but i remember for this example government has started tocken QR code which could be used for scholarship.<br>2: so in future we wouldn't have to have bank account or there won't be any bank?<br>3: as currency change or cross border transaction technology is still in process, digital rupee may help as no bank system required. what could be more practical use of digital rupee?<br>Thank you for these very informative and lovely videos."
1968,The 3rd option is the ultimate goal ....it has the potential to dethrone petrodollar ....reduce the dependence on $
1969,I hope this initiative can wipe out physical currency and eliminate all gray market transactions. and eventually stop corruption.
1970,The only thing I'm afraid of is cyber crime. Our Government should invest in cyber security as well. Going online is good but being vulnerable is not good at all.
1971,Its a very good Idea.
1972,But what abt exchange rate fluctuations
1973,I did not understand it. It was too technical.
1974,IF A FEW INCIDENTS OF HECKING CUSTOMERS WALLETS WILL BE NOTICED THAN ATTRACTION FOR DIGITAL CURRENCY WILL DISAPPEAR...
1975,"Well explained, you are the person who makes me to understand most of the topics so simple. The way of explaining through example is marvelous. Great work bro.<br>Now in this topic, how it controls bribe and black money?"
1976,"All this already exists via different cryptocurrencies. The problem with CBDC, is that it can easily be used to create dictatorships around the world. I'm shocked the creator of this video did not consider that obvious outcome!"
1977,"Thanks for sharing the positives of CBDC but you forget to mention the cons <br><br>further surveillance, know where when and what exactly you are spending your money on<br>Data farming<br>The government can freeze your account easily of they dont agree with your political views<br>."
1978,"haha, China's issue is exactly that they cannot make money readily available because it'll change the existing balance of power really fast. It only empowers selected individuals that will not be threat to party and cannot let money fall into some other figure that they cannot trust. They just simply cannot take that sort of thing. This insane paranoia of losing power is a living reality of China. They are 100% fine with corruption because they can use alot of their people as scapegoats but they cannot actually start being fair and just because they'll end up losing power and this exact thing is going to stop them from actually being people friendly. They want to control people's life, their wealth, their property, their sex life even. Power and Dominance has always been their thing, empowering people is always ever going to be selective and on their terms."
1979,If everyone could send money without bank account why would anyone in future open a bank account. And what is the role of banks and how could they make money?
1980,I was super confused about how the digital money transfer from account differs from RBI's e-rupee and never got it cleared till I watched your video. Superb Explanation! Really glad that this channel exists
1981,Thanks for the overview... Topic right now 🔥
1982,Nice presentation and well spoken. Cheers
1983,Mavulaga undadu mari 🙏🏼
1984,Think School' should launch an online affordable MBA school under its name.
1985,"Hii bro I am a freelancer, how does it help me with my payments ?<br>Now I am using western union and paypal for receiving payments from my clients ...<br>And one more question, this system will work with every country na..?"
1986,I have bank interview next week and they definitely ask about CBDC..but after watching your video my all doubts are clear and i will answer with full confidence✌
1987,Where can I learn more about the technology and companies associated in making of digital rupee ?
1988,Actor Thala Ajith fans rise your hands...
1989,This a hole owner of this channel is anti India he ll sit to get usa visa like a beggar outside visa office ..a hole if ur so smart y don't u resolve d problem instead of making videos
